date,nav_regular_growth,nav_direct_growth
2025-03-26,17.6656,18.7299
2025-03-27,17.7098,18.7774
2025-03-28,17.6980,18.7655
2025-03-31,17.6979,18.7672
2025-04-01,17.6383,18.7047
2025-04-02,17.7092,18.7805
2025-04-03,17.6866,18.7571
2025-04-04,17.6045,18.6707
2025-04-07,17.4281,18.4855
2025-04-08,17.5321,18.5963
2025-04-09,17.5085,18.5720
2025-04-11,17.6236,18.6954
2025-04-15,17.7833,18.8673
2025-04-16,17.8255,18.9126
2025-04-17,17.9129,19.0060
2025-04-21,18.0111,19.1128
2025-04-22,18.0028,19.1046
2025-04-23,18.0381,19.1427
2025-04-24,18.0359,19.1410
2025-04-25,17.9642,19.0655
2025-04-28,18.0058,19.1116
2025-04-29,17.9976,19.1035
2025-04-30,18.0122,19.1197
2025-05-02,18.0032,19.1115
2025-05-05,18.0434,19.1560
2025-05-06,18.0093,19.1204
2025-05-07,18.0320,19.1451
2025-05-08,17.9710,19.0810
2025-05-09,17.9034,19.0099
2025-05-12,18.1159,19.2375
2025-05-13,18.0767,19.1965
2025-05-14,18.1125,19.2352
2025-05-15,18.2171,19.3469
2025-05-16,18.2029,19.3324
2025-05-19,18.1981,19.3293
2025-05-20,18.1282,19.2557
2025-05-21,18.1737,19.3045
2025-05-22,18.1108,19.2382
2025-05-23,18.1721,19.3039
2025-05-26,18.2055,19.3409
2025-05-27,18.1618,19.2949
2025-05-28,18.1556,19.2888
2025-05-29,18.1697,19.3042
2025-05-30,18.1304,19.2631
2025-06-02,18.1198,19.2532
2025-06-03,18.0933,19.2256
2025-06-04,18.1105,19.2444
2025-06-05,18.1433,19.2797
2025-06-06,18.2117,19.3530
2025-06-09,18.2444,19.3893
2025-06-10,18.2406,19.3857
2025-06-11,18.2474,19.3934
2025-06-12,18.1873,19.3300
2025-06-13,18.1522,19.2933
