date,nav_regular_growth,nav_direct_growth
2024-02-15,69.2389,74.7137
2024-02-16,69.3179,74.8005
2024-02-19,69.3635,74.8544
2024-02-20,69.5196,75.0243
2024-02-21,68.9368,74.3969
2024-02-22,69.6257,75.1418
2024-02-23,69.6094,75.1258
2024-02-26,69.3667,74.8684
2024-02-27,69.5167,75.0318
2024-02-28,68.6851,74.1358
2024-02-29,69.2899,74.7901
2024-03-01,69.8822,75.431
2024-03-04,70.077,75.6458
2024-03-05,69.745,75.289
2024-03-06,69.7776,75.3257
2024-03-07,69.9067,75.4666
2024-03-11,69.1323,74.6367
2024-03-12,69.3227,74.8438
2024-03-13,68.2138,73.6481
2024-03-14,68.6216,74.0899
2024-03-15,68.1746,73.6088
2024-03-18,68.3922,73.8482
2024-03-19,68.0244,73.4526
2024-03-20,68.3355,73.79
2024-03-21,68.9674,74.4738
2024-03-22,69.3592,74.8984
2024-03-26,69.0719,74.5943
2024-03-27,68.9477,74.4617
2024-03-28,69.3206,74.8659
2024-03-31,69.3187,74.8685
2024-04-01,70.1179,75.7331
2024-04-02,70.0554,75.6672
2024-04-03,70.1284,75.7476
2024-04-04,70.1632,75.7866
2024-04-05,70.663,76.3282
2024-04-08,71.0294,76.7286
2024-04-09,71.2571,76.9761
2024-04-10,71.5071,77.2477
2024-04-12,71.0036,76.7069
2024-04-15,70.1876,75.8301
2024-04-16,70.1498,75.7907
2024-04-18,69.7197,75.329
2024-04-19,69.7843,75.4004
2024-04-22,70.3944,76.0642
2024-04-23,70.8782,76.5885
2024-04-24,71.1328,76.8651
2024-04-25,71.2459,76.989
2024-04-26,71.6417,77.4182
2024-04-29,71.538,77.3108
2024-04-30,71.2158,76.9642
2024-05-02,71.7423,77.5363
2024-05-03,71.8533,77.6579
2024-05-06,71.9455,77.7623
2024-05-07,71.4786,77.2593
2024-05-08,71.6535,77.4499
2024-05-09,70.6931,76.4133
2024-05-10,71.0494,76.8
2024-05-13,71.2269,76.9965
2024-05-14,71.4859,77.2781
2024-05-15,71.8726,77.6977
2024-05-16,71.9908,77.827
2024-05-17,72.2578,78.1173
2024-05-21,72.6879,78.5887
2024-05-22,72.7045,78.6082
2024-05-23,72.98,78.9077
2024-05-24,73.0407,78.9749
2024-05-27,72.9974,78.9329
2024-05-28,72.7409,78.6572
2024-05-29,72.4847,78.3817
2024-05-30,71.8767,77.7259
2024-05-31,71.9157,77.7696
2024-06-03,73.3795,79.3574
2024-06-04,70.3049,76.0338
2024-06-05,72.2043,78.0896
2024-06-06,72.874,78.8155
2024-06-07,73.7507,79.7653
2024-06-10,74.102,80.15
2024-06-11,74.2008,80.2586
2024-06-12,74.6489,80.7448
2024-06-13,74.4986,80.5839
2024-06-14,74.6598,80.7598
2024-06-18,74.8413,80.9622
2024-06-19,74.8817,81.0075
2024-06-20,75.1831,81.3351
2024-06-21,75.107,81.2542
2024-06-24,75.3283,81.4983
2024-06-25,75.5819,81.7742
2024-06-26,75.5757,81.769
2024-06-27,75.8392,82.0557
2024-06-28,75.7294,81.9385
2024-07-01,76.249,82.5054
2024-07-02,76.2662,82.5255
2024-07-03,76.9693,83.2879
2024-07-04,77.4586,83.819
2024-07-05,77.5509,83.9205
2024-07-08,77.6001,83.9784
2024-07-09,77.9549,84.364
2024-07-10,77.7995,84.1974
2024-07-11,77.6244,84.0095
2024-07-12,77.7128,84.1068
2024-07-15,77.8978,84.3118
2024-07-16,77.8908,84.3059
2024-07-18,77.6055,84.0002
2024-07-19,76.922,83.2619
2024-07-22,77.3989,83.7829
2024-07-23,77.4505,83.8404
2024-07-24,76.9601,83.3111
2024-07-25,76.6311,82.9565
2024-07-26,77.6033,84.0106
2024-07-29,77.8019,84.2303
2024-07-30,78.0078,84.4549
2024-07-31,78.4187,84.9013
2024-08-01,78.8231,85.3407
2024-08-02,77.9957,84.4466
2024-08-05,75.9607,82.2479
2024-08-06,75.9018,82.1857
2024-08-07,77.039,83.4186
2024-08-08,76.9123,83.283
2024-08-09,77.4241,83.8388
2024-08-12,77.3074,83.7172
2024-08-13,76.7387,83.1029
2024-08-14,76.6405,82.9981
2024-08-16,77.9143,84.3808
2024-08-19,78.1878,84.6819
2024-08-20,78.6284,85.1607
2024-08-21,78.767,85.3124
2024-08-22,78.7334,85.2776
2024-08-23,78.8559,85.4119
2024-08-26,79.1748,85.7622
2024-08-27,79.1269,85.7119
2024-08-28,78.9529,85.5251
2024-08-29,79.0431,85.6244
2024-08-30,79.2838,85.8868
2024-09-02,79.7409,86.3868
2024-09-03,79.7643,86.4139
2024-09-04,79.5731,86.2083
2024-09-05,79.5937,86.2323
2024-09-06,78.5834,85.1393
2024-09-09,78.4998,85.0535
2024-09-10,79.049,85.6503
2024-09-11,79.0961,85.7029
2024-09-12,80.013,86.6981
2024-09-13,80.0035,86.6894
2024-09-16,80.3193,87.0366
2024-09-17,80.36,87.0823
2024-09-18,80.5565,87.2969
2024-09-19,80.7725,87.5326
2024-09-20,81.8588,88.7115
2024-09-23,82.0917,88.969
2024-09-24,82.0287,88.9023
2024-09-25,82.2904,89.1877
2024-09-26,82.668,89.5987
2024-09-27,82.2531,89.1507
2024-09-30,81.7556,88.6165
2024-10-01,81.7818,88.6465
2024-10-03,80.6907,87.4673
2024-10-04,80.2796,87.0233
2024-10-07,79.309,85.9761
2024-10-08,79.9587,86.6821
2024-10-09,80.2127,86.9591
2024-10-10,80.6448,87.4292
2024-10-11,80.7433,87.5377
2024-10-14,81.0482,87.8732
2024-10-15,81.2485,88.092
2024-10-16,80.9386,87.7578
2024-10-17,80.4609,87.2415
2024-10-18,80.8531,87.6683
2024-10-21,80.5778,87.3748
2024-10-22,79.899,86.6405
2024-10-23,79.7573,86.4885
2024-10-24,79.7312,86.4618
2024-10-25,79.4447,86.1527
2024-10-28,79.59,86.3152
2024-10-29,80.0907,86.8599
2024-10-30,79.7816,86.5263
2024-10-31,79.2777,85.9814
2024-11-04,79.0716,85.7645
2024-11-05,79.6359,86.3781
2024-11-06,80.2858,87.0848
2024-11-07,80.0868,86.8705
2024-11-08,80.0062,86.7847
2024-11-11,80.4432,87.2638
2024-11-12,79.8173,86.5864
2024-11-13,78.8994,85.5923
2024-11-14,79.0313,85.7371
2024-11-18,78.5711,85.2443
2024-11-19,78.8697,85.5699
2024-11-21,78.5537,85.2303
2024-11-22,79.4646,86.2203
2024-11-25,80.1138,86.9296
2024-11-26,80.0866,86.9017
2024-11-27,80.1034,86.9216
2024-11-28,79.6235,86.4025
2024-11-29,79.955,86.7639
2024-12-02,80.4299,87.2842
2024-12-03,80.9114,87.8085
2024-12-04,80.9537,87.856
2024-12-05,81.4387,88.384
2024-12-06,81.718,88.6888
2024-12-09,81.8141,88.7982
2024-12-10,81.9752,88.9747
2024-12-11,82.37,89.405
2024-12-12,82.1788,89.1992
2024-12-13,82.3924,89.4327
2024-12-16,82.5825,89.6441
2024-12-17,82.1155,89.1389
2024-12-18,81.2144,88.1624
2024-12-19,81.0176,87.9504
2024-12-20,80.0322,86.8824
2024-12-23,80.5362,87.4345
2024-12-24,80.539,87.4392
2024-12-26,80.6981,87.6152
2024-12-27,80.6839,87.6015
2024-12-30,81.0098,87.9604
2024-12-31,80.7436,87.673
2025-01-01,80.9931,87.9456
2025-01-02,81.9723,89.0106
2025-01-03,81.4997,88.499
2025-01-06,80.4337,87.3465
2025-01-07,80.3837,87.2939
2025-01-08,80.4267,87.3422
2025-01-09,80.1015,86.9907
2025-01-10,79.4434,86.2777
2025-01-13,78.3494,85.0944
2025-01-14,78.6094,85.3784
2025-01-15,79.1975,86.0188
2025-01-16,79.2173,86.0419
2025-01-17,79.1069,85.9236
2025-01-20,79.5005,86.3561
2025-01-21,78.9175,85.7245
2025-01-22,79.4455,86.2997
2025-01-23,79.5466,86.4111
2025-01-24,79.2773,86.1202
2025-01-27,78.4908,85.2707
2025-01-28,78.8602,85.6737
2025-01-29,79.4575,86.3242
2025-01-30,79.5762,86.4548
2025-01-31,80.4768,87.4349
2025-02-03,80.4208,87.379
2025-02-04,80.9837,87.9923
2025-02-05,80.7273,87.7154
2025-02-06,80.7522,87.7441
2025-02-07,80.283,87.236
2025-02-10,79.94,86.8683
2025-02-11,79.0763,85.9313
2025-02-12,79.0996,85.9582
2025-02-13,79.3186,86.1979
2025-02-14,78.9611,85.811
2025-02-17,79.1047,85.972
2025-02-18,79.0303,85.8927
2025-02-19,78.899,85.7517
2025-02-20,79.0589,85.9271
2025-02-21,78.3492,85.1573
2025-02-24,77.7977,84.5628
2025-02-25,77.5478,84.2928
2025-02-27,77.4569,84.1972
2025-02-28,76.8061,83.4913
2025-03-03,76.2495,82.891
2025-03-04,76.0579,82.6843
2025-03-05,77.0232,83.7353
2025-03-06,77.1432,83.8674
2025-03-07,77.0951,83.8166
2025-03-10,76.6495,83.337
2025-03-11,76.5775,83.2603
2025-03-12,76.8498,83.5579
2025-03-13,76.3801,83.0488
