date,nav_regular_growth,nav_direct_growth
2013-12-20,17.5870,17.6501
2013-12-23,17.5874,17.6510
2013-12-24,17.5816,17.6454
2013-12-26,17.5919,17.6561
2013-12-27,17.6055,17.6699
2013-12-30,17.6376,17.7026
2013-12-31,17.6270,17.6921
2014-01-01,17.6217,17.6870
2014-01-02,17.6631,17.7288
2014-01-03,17.6494,17.7152
2014-01-06,17.6572,17.7235
2014-01-07,17.6638,17.7302
2014-01-08,17.6762,17.7429
2014-01-09,17.6872,17.7541
2014-01-10,17.7080,17.7752
2014-01-13,17.7059,17.7736
2014-01-14,17.7127,17.7806
2014-01-15,17.7088,17.7768
2014-01-16,17.7136,17.7818
2014-01-17,17.7355,17.8039
2014-01-20,17.7122,17.7811
2014-01-21,17.7269,17.7960
2014-01-22,17.7295,17.7988
2014-01-23,17.7398,17.8093
2014-01-24,17.7502,17.8199
2014-01-27,17.7528,17.8231
2014-01-28,17.7460,17.8164
2014-01-29,17.7590,17.8296
2014-01-30,17.7523,17.8231
2014-01-31,17.7688,17.8398
2014-02-03,17.7707,17.8422
2014-02-04,17.7631,17.8347
2014-02-05,17.7846,17.8564
2014-02-06,17.8038,17.8759
2014-02-07,17.8048,17.8771
2014-02-10,17.8169,17.8897
2014-02-11,17.8178,17.8907
2014-02-12,17.8139,17.8870
2014-02-13,17.8392,17.9126
2014-02-14,17.8234,17.8968
2014-02-17,17.8294,17.9034
2014-02-18,17.8404,17.9146
2014-02-19,17.8425,17.9168
2014-02-20,17.8415,17.9160
2014-02-21,17.8529,17.9276
2014-02-24,17.8555,17.9308
2014-02-25,17.8616,17.9370
2014-02-26,17.8629,17.9385
2014-02-28,17.8937,17.9697
2014-03-03,17.8976,17.9741
2014-03-04,17.8774,17.9540
2014-03-05,17.8945,17.9714
2014-03-06,17.8971,17.9741
2014-03-07,17.9108,17.9881
2014-03-10,17.9059,17.9836
2014-03-11,17.9080,17.9859
2014-03-12,17.9127,17.9907
2014-03-13,17.9281,18.0064
2014-03-14,17.9200,17.9984
2014-03-18,17.9394,18.0186
2014-03-19,17.9497,18.0291
2014-03-20,17.9624,18.0420
2014-03-21,17.9558,18.0355
2014-03-24,17.9596,18.0398
2014-03-25,17.9646,18.0450
2014-03-26,17.9671,18.0477
2014-03-27,18.0000,18.0809
2014-03-28,18.0204,18.1016
2014-03-31,18.0394,18.1211
2014-04-01,18.0356,18.1175
2014-04-02,18.0235,18.1055
2014-04-03,18.0392,18.1214
2014-04-04,18.0182,18.1004
2014-04-07,18.0318,18.1146
2014-04-09,18.0455,18.1287
2014-04-10,18.0527,18.1361
2014-04-11,18.0586,18.1422
2014-04-15,18.0752,18.1595
2014-04-16,18.0842,18.1688
2014-04-17,18.0873,18.1721
2014-04-21,18.0921,18.1775
2014-04-22,18.0979,18.1835
2014-04-23,18.0975,18.1833
2014-04-25,18.1421,18.2284
2014-04-28,18.1137,18.2004
2014-04-29,18.1378,18.2247
2014-04-30,18.1639,18.2511
2014-05-02,18.1699,18.2575
2014-05-05,18.1705,18.2586
2014-05-06,18.1684,18.2567
2014-05-07,18.1694,18.2578
2014-05-08,18.1901,18.2789
2014-05-09,18.1859,18.2748
2014-05-12,18.1905,18.2800
2014-05-13,18.2013,18.2910
2014-05-14,18.1956,18.2855
2014-05-15,18.2276,18.3177
2014-05-16,18.1968,18.2870
2014-05-19,18.2287,18.3196
2014-05-20,18.2219,18.3129
2014-05-21,18.2190,18.3102
2014-05-22,18.2280,18.3194
2014-05-23,18.2365,18.3281
2014-05-26,18.2697,18.3620
2014-05-27,18.2676,18.3601
2014-05-28,18.2736,18.3663
2014-05-29,18.2680,18.3608
2014-05-30,18.3221,18.4154
2014-06-02,18.2899,18.3835
2014-06-03,18.3068,18.4007
2014-06-04,18.2964,18.3905
2014-06-05,18.3300,18.4244
2014-06-06,18.3368,18.4314
2014-06-09,18.3232,18.4182
2014-06-10,18.3232,18.4184
2014-06-11,18.3475,18.4430
2014-06-12,18.3418,18.4375
2014-06-13,18.3627,18.4587
2014-06-16,18.3364,18.4328
2014-06-17,18.3414,18.4380
2014-06-18,18.3599,18.4567
2014-06-19,18.3603,18.4573
2014-06-20,18.3575,18.4547
2014-06-23,18.3658,18.4636
2014-06-24,18.3602,18.4581
2014-06-25,18.3667,18.4648
2014-06-26,18.3802,18.4785
2014-06-27,18.3830,18.4816
2014-06-30,18.3886,18.4878
2014-07-01,18.3864,18.4857
2014-07-02,18.3917,18.4912
2014-07-03,18.4092,18.5089
2014-07-04,18.4089,18.5088
2014-07-07,18.4286,18.5292
2014-07-08,18.4472,18.5480
2014-07-09,18.4552,18.5562
2014-07-10,18.4569,18.5582
2014-07-11,18.4564,18.5579
2014-07-14,18.4528,18.5548
2014-07-15,18.4580,18.5602
2014-07-16,18.4587,18.5611
2014-07-17,18.4639,18.5664
2014-07-18,18.4751,18.5779
2014-07-21,18.4957,18.5992
2014-07-22,18.4840,18.5876
2014-07-23,18.4956,18.5994
2014-07-24,18.4930,18.5970
2014-07-25,18.5048,18.6091
2014-07-28,18.5150,18.6198
2014-07-30,18.5122,18.6174
2014-07-31,18.5193,18.6247
2014-08-01,18.5284,18.6341
2014-08-04,18.5117,18.6178
2014-08-05,18.5191,18.6254
2014-08-06,18.5341,18.6406
2014-08-07,18.5275,18.6342
2014-08-08,18.5417,18.6487
2014-08-11,18.5422,18.6497
2014-08-12,18.5449,18.6526
2014-08-13,18.5728,18.6808
2014-08-14,18.5626,18.6708
2014-08-18,18.5747,18.6836
2014-08-19,18.5778,18.6869
2014-08-20,18.5755,18.6848
2014-08-21,18.5873,18.6969
2014-08-22,18.5924,18.7022
2014-08-25,18.6146,18.7250
2014-08-26,18.6120,18.7226
2014-08-27,18.6209,18.7317
2014-08-28,18.6150,18.7260
2014-09-01,18.6099,18.7215
2014-09-02,18.6247,18.7366
2014-09-03,18.6376,18.7497
2014-09-04,18.6374,18.7498
2014-09-05,18.6410,18.7535
2014-09-08,18.6555,18.7687
2014-09-09,18.6392,18.7524
2014-09-10,18.6425,18.7560
2014-09-11,18.6473,18.7610
2014-09-12,18.6510,18.7648
2014-09-15,18.6664,18.7809
2014-09-16,18.6759,18.7907
2014-09-17,18.6755,18.7904
2014-09-18,18.6699,18.7849
2014-09-19,18.6810,18.7963
2014-09-22,18.6840,18.7999
2014-09-23,18.6952,18.8114
2014-09-24,18.7019,18.8183
2014-09-25,18.7015,18.8180
